village_id,village_name,area_ha,mean_jun06,mean_jun19,mean_aug14,mean_oct13,std_jun06,std_jun19,std_aug14,std_oct13,coverage_jun06,coverage_jun19,coverage_aug14,coverage_oct13,flood_frac_avg,traj_slope,traj_range,traj_curvature,delta_aug14_jun19,delta_oct13_aug14,is_synthetic
11,Chhani,1079.582322733804,24.95160073706886,21.999997921915593,23.482924362208863,22.233402423737413,18.60404319517176,19.256090407534582,19.14476530372201,19.011868785249067,0.006236711672730519,0.009718538239486294,0.008177900351648814,0.00794150807084631,0.38477946024479465,-0.0108998300486704,2.951602815153265,6.505237701127685e-05,1.4829264402932694,-1.2495219384714495,False
12,Kotna,448.0799847950352,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,False
13,Koyali,1170.1556398918967,25.44017809967803,24.956535024458887,25.79708111792575,25.07427645529323,18.12276563616207,18.18256424479972,18.180027106791258,18.266235815170756,0.9900677740801177,0.9923236046673726,0.9911043901992845,0.9911219235596681,0.3317702046348048,-0.0002754125994640847,0.8405460934668625,-0.00025291803895577023,0.8405460934668625,-0.7228046626325195,False
14,Dhanora,398.32426651915347,22.426402151097598,19.52869641772758,21.650053477617785,23.671583593254276,18.320163742559803,18.361131995886563,18.481900956547353,18.310432168227543,0.7416483175461015,0.7284420456031928,0.737245528029847,0.7363506336976765,0.4254715267303967,0.018917531970582338,4.142887175526695,0.0007509413190992685,2.1213570598902045,2.021530115636491,False
15,Karchiya,491.33322447416214,26.05309451970044,25.604331256930106,26.2852491319264,26.027240104568328,18.05286569746517,18.126871826578167,18.141762565532588,18.14032566116885,1.0,1.0,1.0,1.0,0.31910444913943525,0.0018810385259649895,0.6809178749962932,-0.00010721984898474154,0.6809178749962932,-0.25800902735807085,False
16,Dashrath,919.1098110490101,26.043182393029344,26.291582542724395,26.208923658083886,24.79511603239239,17.906933073117717,17.78088919067262,17.988473022046744,18.22509757642866,0.8406117155406181,0.8651325187075652,0.8569302397141781,0.8543181017756858,0.30766735683399865,-0.00980252092922536,1.4964665103320058,-0.0004040971648294056,-0.08265888464050875,-1.413807625691497,False
17,Angadh,1113.5407033758574,21.72442618129949,18.189458143861295,20.75391546244692,23.50169588141186,18.284069380577353,18.208619594796414,18.44913268491986,18.3046052205999,0.15179081260092445,0.14935281535586345,0.15351804086302392,0.1520195289990684,0.4487455299074651,0.02492742331158032,5.312237737550564,0.0009934251853115257,2.5644573185856245,2.7477804189649397,False
18,Ranoli,703.9575703998283,22.707114314590882,20.27377478620458,21.95425105990353,23.861581734828118,18.349736955405064,18.443497231065184,18.51667486880345,18.340383607640394,0.7577196110102433,0.7381536920960016,0.7467356203814804,0.7475394439982,0.4144805448841981,0.016523655786966934,3.5878069486235376,0.0007064603452343225,1.6804762736989503,1.9073306749245873,False
19,Ajod,402.93863341554595,23.973202539503415,25.67191448647137,24.794844544702155,25.13079021062417,18.131783710063633,17.688431190193747,18.11645216540411,18.0515991664553,1.0,1.0,1.0,1.0,0.33359223026993473,0.003265468727386517,1.6987119469679541,-0.00013050369116224806,-0.8770699417692143,0.335945665922015,False
20,Sisva,417.64885109312274,26.533423163473618,30.353292591872442,27.570698566107474,25.807154567773278,17.56963684750633,16.005342176236407,17.385633004332096,17.867177453247386,0.6243618224835714,0.6589694570539809,0.6489232893055802,0.6440734938765673,0.25223746190694685,-0.01823260444969989,4.5461380240991645,-0.00076189313435915,-2.7825940257649684,-1.763543998334196,False
21,Padmala,687.5159163908588,21.617102431444362,19.483661482895474,20.250757642200853,23.401692573785194,18.294300607847156,18.27503899292538,18.4221351760243,18.28773389067253,0.435017734942987,0.4074046383236355,0.4157382543106329,0.41893467424240877,0.4336133359955765,0.01902891777248759,3.91803109088972,0.0011530218519521373,0.7670961593053782,3.1509349315843416,False
22,Sokhda,1174.099301341044,22.70069732260861,23.405991542713974,22.573688718396816,24.2849667305843,18.261039064912275,18.143561124888976,18.397031043989763,18.174020737209563,0.8973094028581613,0.8814442726029551,0.8852724055870282,0.8876526087279418,0.3746875906184773,0.00868723102176733,1.7112780121874849,0.00045120839369015777,-0.8323028243171571,1.7112780121874849,False
23,Vasna-Kotariya,494.0372570636771,21.353189881215727,23.102702702835856,23.277812665314084,23.803196779917798,18.284871117336955,19.009535700448026,18.708907565370435,18.348811398503475,0.12004423889968592,0.0842179993210264,0.09117509066193057,0.09693216223639103,0.40215957273928915,0.014227427302466893,2.450006898702071,-0.00032441380212000167,0.17510996247822774,0.5253841146037139,False
24,Asoj,1077.9372898030076,25.956090067867724,30.293591068269258,27.154543282945372,25.906144272934423,17.743443831405347,16.069612109027627,17.54310545677929,17.880557603188553,0.3549993110498577,0.39618313445269693,0.3791438614044498,0.37844896589384713,0.2600298674771842,-0.01501320948060374,4.387446795334835,-0.0006763226578113003,-3.1390477853238856,-1.2483990100109494,False
25,Pilol,1084.3566916121522,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,False
26,Manjusar,1413.7808958494063,23.644089788025422,25.738396116280562,23.85365228273931,24.203148543268107,18.186821559530628,17.695990938964187,18.25682333715357,18.186110975076033,0.2206787095673147,0.24589244879166552,0.22682432192431679,0.23405195123302552,0.33698948130814255,-0.003564404465367601,2.09430632825514,-1.658829192651039e-06,-1.8847438335412505,0.34949626052879523,False
27,Alindra,853.473755998387,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,False
28,Kunpad,507.11474449640934,21.57212429982018,21.601756819550758,21.56816586117481,23.678863208910528,18.30749448240907,18.36152889148169,18.472272970441566,18.23894418871375,0.3574859104963059,0.3836345346425916,0.35944987628590813,0.37250951932219867,0.40954500149875445,0.01526677916154121,2.1106973477357194,0.0005413206238468479,-0.0335909583759495,2.1106973477357194,False
29,Jaspur,1458.3795059260876,25.005627047444737,23.137431674785024,26.06823625052508,23.111304206625295,18.058294732581043,18.33585282483763,18.014032809730665,18.482594053261952,0.06367471459545887,0.050459411276662786,0.06324113924327451,0.0606856529828333,0.354854173340472,-0.005068022028992411,2.9569320438997835,-0.0009500809302326105,2.930804575740055,-2.9569320438997835,False
